item_id,week,price,units_sold,weekly_revenue,weekly_profit
104,12,11.32,14,158.48,69.44
104,13,10.26,17,174.42,66.3
104,14,10.48,15,157.2,61.8
104,15,10.26,18,184.68,70.2
104,16,11.08,14,155.12,66.08
104,17,11.31,15,169.65,74.25
104,18,11.18,12,134.16,57.84
104,19,11.23,14,157.22,68.18
104,20,11.1,19,210.9,90.06
104,21,10.82,16,173.12,71.36
104,22,10.33,15,154.95,59.55
104,23,10.53,16,168.48,66.72
104,24,11.11,13,144.43,61.75
104,25,11.64,18,209.52,95.04
104,26,11.62,15,174.3,78.9
104,27,11.69,13,151.97,69.29
104,28,11.07,15,166.05,70.65
104,29,10.57,15,158.55,63.15
104,30,10.35,18,186.3,71.82
104,31,11.01,18,198.18,83.7
104,32,11.71,12,140.52,64.2
104,33,11.75,14,164.5,75.46
104,34,12.38,10,123.8,60.2
104,35,11.19,14,156.66,67.62
104,36,10.3,16,164.8,63.04
104,37,10.28,18,185.04,70.56
104,38,10.45,21,219.45,85.89
104,39,10.85,15,162.75,67.35
104,40,10.7,17,181.9,73.78
104,41,11.03,20,220.6,93.4
104,42,12.05,12,144.6,68.28
104,43,10.9,19,207.1,86.26
104,44,10.96,18,197.28,82.8
104,45,10.01,16,160.16,58.4
104,46,10.34,17,175.78,67.66
104,47,10.38,18,186.84,72.36
104,48,10.65,16,170.4,68.64
104,49,11.51,15,172.65,77.25
104,50,11.89,11,130.79,60.83
104,51,10.96,19,208.24,87.4
104,52,11.11,13,144.43,61.75
105,1,16.36,62,1014.32,31.0
105,2,16.36,62,1014.32,31.0
105,3,16.36,84,1374.24,42.0
105,4,16.36,74,1210.64,37.0
105,5,16.36,79,1292.44,39.5
105,6,16.36,70,1145.2,35.0
105,7,16.36,37,605.32,18.5
105,8,16.36,33,539.88,16.5
105,9,16.36,70,1145.2,35.0
105,10,16.36,62,1014.32,31.0
105,11,16.36,42,687.12,21.0
105,12,16.36,60,981.6,30.0
105,13,16.36,60,981.6,30.0
105,14,16.36,59,965.24,29.5
105,15,16.36,70,1145.2,35.0
105,16,16.36,48,785.28,24.0
105,17,16.36,46,752.56,23.0
105,18,16.36,74,1210.64,37.0
105,19,16.36,67,1096.12,33.5
105,20,16.36,50,818.0,25.0
105,21,16.36,47,768.92,23.5
105,22,16.36,44,719.84,22.0
105,23,16.36,61,997.96,30.5
105,24,16.36,64,1047.04,32.0
105,25,16.36,58,948.88,29.0
105,26,16.36,71,1161.56,35.5
105,27,16.36,53,867.08,26.5
105,28,16.36,29,474.44,14.5
105,29,16.36,79,1292.44,39.5
105,30,16.36,57,932.52,28.5
105,31,16.36,65,1063.4,32.5
105,32,16.36,76,1243.36,38.0
105,33,16.36,48,785.28,24.0
105,34,16.36,63,1030.68,31.5
105,35,16.36,41,670.76,20.5
105,36,16.36,46,752.56,23.0
105,37,16.36,73,1194.28,36.5
105,38,16.36,81,1325.16,40.5
105,39,16.36,49,801.64,24.5
105,40,16.36,68,1112.48,34.0
105,41,16.36,58,948.88,29.0
105,42,16.36,42,687.12,21.0
105,43,16.36,86,1406.96,43.0
105,44,16.36,68,1112.48,34.0
105,45,16.36,54,883.44,27.0
105,46,16.36,49,801.64,24.5
105,47,16.36,49,801.64,24.5
105,48,16.36,60,981.6,30.0
105,49,16.36,48,785.28,24.0
105,50,16.36,71,1161.56,35.5
105,51,16.36,47,768.92,23.5
105,52,16.36,71,1161.56,35.5
106,1,12.86,37,475.82,18.5
106,2,12.86,37,475.82,18.5
106,3,12.86,24,308.64,12.0
106,4,12.86,34,437.24,17.0
106,5,12.86,29,372.94,14.5
106,6,12.86,25,321.5,12.5
106,7,12.86,27,347.22,13.5
106,8,12.86,34,437.24,17.0
106,9,12.86,32,411.52,16.0
106,10,13.08,30,392.4,21.6
106,11,12.86,28,360.08,14.0
106,12,12.86,42,540.12,21.0
106,13,12.86,29,372.94,14.5
106,14,12.86,33,424.38,16.5
106,15,12.86,31,398.66,15.5
106,16,12.86,33,424.38,16.5
106,17,12.93,35,452.55,19.95
106,18,12.86,32,411.52,16.0
106,19,12.86,32,411.52,16.0
106,20,12.86,32,411.52,16.0
106,21,12.86,46,591.56,23.0
106,22,12.86,32,411.52,16.0
106,23,12.86,32,411.52,16.0
106,24,12.86,28,360.08,14.0
106,25,12.86,32,411.52,16.0
106,26,12.86,43,552.98,21.5
106,27,12.86,33,424.38,16.5
106,28,12.86,21,270.06,10.5
106,29,12.86,38,488.68,19.0
106,30,12.86,40,514.4,20.0
106,31,12.86,32,411.52,16.0
106,32,12.86,47,604.42,23.5
106,33,12.86,35,450.1,17.5
106,34,12.86,29,372.94,14.5
106,35,12.86,29,372.94,14.5
106,36,12.86,31,398.66,15.5
106,37,12.86,36,462.96,18.0
106,38,12.86,31,398.66,15.5
106,39,12.86,28,360.08,14.0
106,40,12.86,36,462.96,18.0
106,41,12.86,29,372.94,14.5
106,42,13.03,41,534.23,27.47
106,43,12.86,45,578.7,22.5
106,44,12.86,27,347.22,13.5
106,45,12.86,42,540.12,21.0
106,46,12.86,34,437.24,17.0
106,47,12.86,28,360.08,14.0
106,48,12.88,35,450.8,18.2
106,49,12.86,38,488.68,19.0
106,50,12.89,35,451.15,18.55
106,51,12.86,37,475.82,18.5
106,52,12.86,42,540.12,21.0
107,1,15.26,65,991.9,445.9
107,2,14.42,78,1124.76,469.56
107,3,14.62,92,1345.04,572.24
107,4,13.29,111,1475.19,542.79
107,5,13.34,86,1147.24,424.84
107,6,12.73,77,980.21,333.41
107,7,13.75,88,1210.0,470.8
107,8,13.46,74,996.04,374.44
107,9,14.45,101,1459.45,611.05
107,10,14.73,58,854.34,367.14
107,11,14.49,76,1101.24,462.84
107,12,12.87,95,1222.65,424.65
107,13,13.31,100,1331.0,491.0
107,14,13.94,99,1380.06,548.46
107,15,13.29,78,1036.62,381.42
107,16,15.08,74,1115.92,494.32
107,17,14.6,78,1138.8,483.6
107,18,14.92,73,1089.16,475.96
107,19,14.35,74,1061.9,440.3
107,20,13.99,77,1077.23,430.43
107,21,13.11,95,1245.45,447.45
107,22,13.05,113,1474.65,525.45
107,23,12.29,116,1425.64,451.24
107,24,14.52,53,769.56,324.36
107,25,14.45,75,1083.75,453.75
107,26,14.25,72,1026.0,421.2
107,27,14.13,105,1483.65,601.65
107,28,14.39,96,1381.44,575.04
107,29,13.71,73,1000.83,387.63
107,30,12.94,102,1319.88,463.08
107,31,12.89,105,1353.45,471.45
107,32,13.9,81,1125.9,445.5
107,33,14.89,80,1191.2,519.2
107,34,14.69,92,1351.48,578.68
107,35,14.14,91,1286.74,522.34
107,36,14.25,78,1111.5,456.3
107,37,13.54,73,988.42,375.22
107,38,13.55,87,1178.85,448.05
107,39,13.19,106,1398.14,507.74
107,40,13.7,70,959.0,371.0
107,41,13.94,93,1296.42,515.22
107,42,14.3,103,1472.9,607.7
107,43,13.72,109,1495.48,579.88
107,44,14.09,82,1155.38,466.58
107,45,13.18,98,1291.64,468.44
107,46,13.14,107,1405.98,507.18
107,47,13.45,92,1237.4,464.6
107,48,13.85,85,1177.25,463.25
107,49,14.72,55,809.6,347.6
107,50,14.27,91,1298.57,534.17
107,51,14.67,75,1100.25,470.25
107,52,14.01,89,1246.89,499.29
108,1,10.26,88,902.88,118.8
108,2,10.66,79,842.14,138.25
108,3,10.55,69,727.95,113.16
108,4,10.31,107,1103.17,149.8
108,5,9.65,126,1215.9,93.24
108,6,9.9,123,1217.7,121.77
108,7,9.41,95,893.95,47.5
108,8,9.81,109,1069.29,98.1
108,9,10.58,84,888.72,140.28
108,10,10.66,82,874.12,143.5
108,11,10.24,79,808.96,105.07
108,12,9.72,88,855.36,71.28
108,13,9.41,132,1242.12,66.0
108,14,9.41,156,1467.96,78.0
108,15,9.72,113,1098.36,91.53
108,16,9.74,120,1168.8,99.6
108,17,10.25,103,1055.75,138.02
108,18,11.37,80,909.6,196.8
108,19,10.77,81,872.37,150.66
108,20,9.99,133,1328.67,143.64
108,21,9.41,143,1345.63,71.5
108,22,9.61,103,989.83,72.1
108,23,9.77,124,1211.48,106.64
108,24,10.19,77,784.63,98.56
108,25,10.21,98,1000.58,127.4
108,26,10.58,105,1110.9,175.35
108,27,10.48,76,796.48,119.32
108,28,10.11,113,1142.43,135.6
108,29,9.74,126,1227.24,104.58
108,30,9.65,118,1138.7,87.32
108,31,9.55,86,821.3,55.04
108,32,10.13,106,1073.78,129.32
108,33,10.51,76,798.76,121.6
108,34,10.28,117,1202.76,160.29
108,35,10.41,109,1134.69,163.5
108,36,10.01,105,1051.05,115.5
108,37,9.86,99,976.14,94.05
108,38,9.43,107,1009.01,55.64
108,39,9.45,109,1030.05,58.86
108,40,10.07,96,966.72,111.36
108,41,10.8,77,831.6,145.53
108,42,10.54,89,938.06,145.07
108,43,10.86,94,1020.84,183.3
108,44,10.31,76,783.56,106.4
108,45,9.66,125,1207.5,93.75
108,46,9.42,132,1243.44,67.32
108,47,9.42,137,1290.54,69.87
108,48,10.69,88,940.72,156.64
108,49,10.29,123,1265.67,169.74
108,50,11.07,79,874.53,170.64
108,51,10.3,96,988.8,133.44
108,52,9.6,97,931.2,66.93
109,1,9.62,63,606.06,180.81
109,2,10.06,69,694.14,228.39
109,3,10.34,52,537.68,186.68
109,4,9.78,67,655.26,203.01
109,5,9.08,84,762.72,195.72
109,6,8.61,87,749.07,161.82
109,7,9.14,82,749.48,195.98
109,8,9.58,98,938.84,277.34
109,9,9.72,64,622.08,190.08
109,10,9.89,62,613.18,194.68
109,11,9.72,83,806.76,246.51
109,12,9.9,62,613.8,195.3
109,13,8.86,85,753.1,179.35
109,14,8.77,87,762.99,175.74
109,15,9.15,60,549.0,144.0
109,16,9.94,87,864.78,277.53
109,17,9.73,66,642.18,196.68
109,18,10.15,69,700.35,234.6
109,19,10.09,88,887.92,293.92
109,20,9.45,64,604.8,172.8
109,21,8.7,73,635.1,142.35
109,22,8.92,98,874.16,212.66
109,23,8.95,81,724.95,178.2
109,24,9.5,85,807.5,233.75
109,25,10.62,54,573.48,208.98
109,26,9.93,79,784.47,251.22
109,27,10.1,86,868.6,288.1
109,28,9.67,67,647.89,195.64
109,29,9.27,87,806.49,219.24
109,30,9.16,82,751.12,197.62
109,31,9.4,86,808.4,227.9
109,32,9.89,75,741.75,235.5
109,33,9.86,70,690.2,217.7
109,34,10.41,54,562.14,197.64
109,35,10.01,63,630.63,205.38
109,36,9.51,86,817.86,237.36
109,37,9.15,77,704.55,184.8
109,38,8.54,91,777.14,162.89
109,39,9.28,98,909.44,247.94
109,40,9.41,76,715.16,202.16
109,41,9.97,84,837.48,270.48
109,42,10.04,70,702.8,230.3
109,43,10.08,68,685.44,226.44
109,44,9.37,76,712.12,199.12
109,45,9.4,62,582.8,164.3
109,46,8.97,71,636.87,157.62
109,47,9.44,57,538.08,153.33
109,48,9.34,78,728.52,202.02
109,49,10.35,62,641.7,223.2
109,50,9.91,88,872.08,278.08
109,51,9.49,49,465.01,134.26
109,52,9.63,66,635.58,190.08
110,1,13.15,117,1538.55,1309.23
110,2,13.88,89,1235.32,1060.88
110,3,13.05,121,1579.05,1341.89
110,4,13.25,103,1364.75,1162.87
110,5,13.17,88,1158.96,986.48
110,6,11.63,111,1290.93,1073.37
110,7,12.43,118,1466.74,1235.46
110,8,12.91,114,1471.74,1248.3
110,9,13.06,130,1697.8,1443.0
110,10,13.75,117,1608.75,1379.43
110,11,13.69,107,1464.83,1255.11
110,12,13.22,112,1480.64,1261.12
110,13,12.7,132,1676.4,1417.68
110,14,12.3,126,1549.8,1302.84
110,15,12.41,137,1700.17,1431.65
110,16,12.74,139,1770.86,1498.42
110,17,13.54,79,1069.66,914.82
110,18,13.83,88,1217.04,1044.56
110,19,13.88,88,1221.44,1048.96
110,20,12.83,79,1013.57,858.73
110,21,12.27,76,932.52,783.56
110,22,11.6,135,1566.0,1301.4
110,23,12.75,117,1491.75,1262.43
110,24,12.62,111,1400.82,1183.26
110,25,13.55,83,1124.65,961.97
110,26,14.37,107,1537.59,1327.87
110,27,13.47,103,1387.41,1185.53
110,28,13.08,74,967.92,822.88
110,29,12.35,103,1272.05,1070.17
110,30,11.83,116,1372.28,1144.92
110,31,13.15,116,1525.4,1298.04
110,32,12.78,119,1520.82,1287.58
110,33,14.1,111,1565.1,1347.54
110,34,13.8,88,1214.4,1041.92
110,35,13.82,105,1451.1,1245.3
110,36,13.35,114,1521.9,1298.46
110,37,12.86,100,1286.0,1090.0
110,38,12.73,114,1451.22,1227.78
110,39,13.26,94,1246.44,1062.2
110,40,13.68,103,1409.04,1207.16
110,41,13.3,96,1276.8,1088.64
110,42,13.66,107,1461.62,1251.9
110,43,13.76,90,1238.4,1062.0
110,44,12.99,142,1844.58,1566.26
110,45,13.12,113,1482.56,1261.08
110,46,12.23,118,1443.14,1211.86
110,47,12.69,94,1192.86,1008.62
110,48,12.9,82,1057.8,897.08
110,49,13.71,110,1508.1,1292.5
110,50,13.59,127,1725.93,1477.01
110,51,13.07,83,1084.81,922.13
110,52,13.09,123,1610.07,1368.99
201,1,30.6,118,3610.8,2470.92
201,2,30.59,125,3823.75,2616.25
201,3,29.04,150,4356.0,2907.0
201,4,28.55,108,3083.4,2040.12
201,5,28.05,165,4628.25,3034.35
201,6,25.79,159,4100.61,2564.67
201,7,27.23,149,4057.27,2617.93
201,8,27.54,130,3580.2,2324.4
201,9,29.17,155,4521.35,3024.05
201,10,30.14,122,3677.08,2498.56
201,11,29.84,61,1820.24,1230.98
201,12,28.96,85,2461.6,1640.5
201,13,26.51,108,2863.08,1819.8
201,14,25.23,155,3910.65,2413.35
201,15,26.42,135,3566.7,2262.6
201,16,27.96,130,3634.8,2379.0
201,17,29.25,92,2691.0,1802.28
201,18,30.52,101,3082.52,2106.86
201,19,27.88,114,3178.32,2077.08
201,20,29.26,131,3833.06,2567.6
201,21,26.52,122,3235.44,2056.92
201,22,26.05,168,4376.4,2753.52
201,23,27.13,133,3608.29,2323.51
201,24,28.87,122,3522.14,2343.62
201,25,28.97,114,3302.58,2201.34
201,26,29.62,113,3347.06,2255.48
201,27,29.8,114,3397.2,2295.96
201,28,28.62,117,3348.54,2218.32
201,29,26.88,90,2419.2,1549.8
201,30,27.09,132,3575.88,2300.76
201,31,27.65,70,1935.5,1259.3
201,32,29.75,111,3302.25,2229.99
201,33,30.12,93,2801.16,1902.78
201,34,30.19,92,2777.48,1888.76
201,35,28.66,153,4384.98,2907.0
201,36,27.84,126,3507.84,2290.68
201,37,27.54,133,3662.82,2378.04
201,38,26.45,135,3570.75,2266.65
201,39,28.83,117,3373.11,2242.89
201,40,28.17,140,3943.8,2591.4
201,41,30.12,133,4005.96,2721.18
201,42,30.22,91,2750.02,1870.96
201,43,30.56,89,2719.84,1860.1
201,44,28.25,125,3531.25,2323.75
201,45,26.76,152,4067.52,2599.2
201,46,26.59,155,4121.45,2624.15
201,47,28.17,147,4140.99,2720.97
201,48,27.79,158,4390.82,2864.54
201,49,30.19,106,3200.14,2176.18
201,50,30.18,141,4255.38,2893.32
201,51,28.94,160,4630.4,3084.8
201,52,27.87,143,3985.41,2604.03
202,1,17.11,97,1659.67,569.39
202,2,16.95,79,1339.05,451.09
202,3,17.99,81,1457.19,546.75
202,4,16.01,75,1200.75,357.75
202,5,15.48,88,1362.24,373.12
202,6,16.32,114,1860.48,579.12
202,7,15.46,135,2087.1,569.7
202,8,16.99,93,1580.07,534.75
202,9,15.96,133,2122.68,627.76
202,10,16.8,77,1293.6,428.12
202,11,17.71,113,2001.23,731.11
202,12,17.19,91,1564.29,541.45
202,13,16.09,100,1609.0,485.0
202,14,15.89,94,1493.66,437.1
202,15,15.85,89,1410.65,410.29
202,16,16.13,85,1371.05,415.65
202,17,16.36,86,1406.96,440.32
202,18,17.0,70,1190.0,403.2
202,19,17.29,101,1746.29,611.05
202,20,16.95,64,1084.8,365.44
202,21,15.31,105,1607.55,427.35
202,22,15.02,91,1366.82,343.98
202,23,16.07,76,1221.32,367.08
202,24,16.55,69,1141.95,366.39
202,25,16.9,89,1504.1,503.74
202,26,16.7,92,1536.4,502.32
202,27,17.19,91,1564.29,541.45
202,28,16.61,104,1727.44,558.48
202,29,15.86,84,1332.24,388.08
202,30,15.57,99,1541.43,428.67
202,31,15.82,91,1439.62,416.78
202,32,16.15,80,1292.0,392.8
202,33,16.51,110,1816.1,579.7
202,34,16.87,76,1282.12,427.88
202,35,16.84,97,1633.48,543.2
202,36,16.35,104,1700.4,531.44
202,37,15.47,96,1485.12,406.08
202,38,15.1,122,1842.2,470.92
202,39,15.21,97,1475.37,385.09
202,40,16.81,91,1529.71,506.87
202,41,17.11,82,1403.02,481.34
202,42,17.51,80,1400.8,501.6
202,43,17.68,110,1944.8,708.4
202,44,16.22,84,1362.48,418.32
202,45,15.76,138,2174.88,623.76
202,46,15.11,129,1949.19,499.23
202,47,16.63,92,1529.96,495.88
202,48,16.78,120,2013.6,664.8
202,49,17.01,95,1615.95,548.15
202,50,17.2,83,1427.6,494.68
202,51,16.88,82,1384.16,462.48
202,52,16.52,90,1486.8,475.2
203,1,27.29,83,2265.07,1219.27
203,2,27.82,115,3199.3,1750.3
203,3,25.55,116,2963.8,1502.2
203,4,26.96,89,2399.44,1278.04
203,5,26.2,114,2986.8,1550.4
203,6,23.89,115,2747.35,1298.35
203,7,25.33,112,2836.96,1425.76
203,8,26.42,95,2509.9,1312.9
203,9,27.24,85,2315.4,1244.4
203,10,27.47,91,2499.77,1353.17
203,11,26.53,111,2944.83,1546.23
203,12,26.85,101,2711.85,1439.25
203,13,24.04,96,2307.84,1098.24
203,14,25.39,98,2488.22,1253.42
203,15,26.71,98,2617.58,1382.78
203,16,26.15,90,2353.5,1219.5
203,17,27.21,89,2421.69,1300.29
203,18,28.11,103,2895.33,1597.53
203,19,26.49,74,1960.26,1027.86
203,20,24.57,106,2604.42,1268.82
203,21,24.04,70,1682.8,800.8
203,22,24.74,134,3315.16,1626.76
203,23,24.89,110,2737.9,1351.9
203,24,26.06,93,2423.58,1251.78
203,25,27.82,86,2392.52,1308.92
203,26,27.77,94,2610.38,1425.98
203,27,26.58,107,2844.06,1495.86
203,28,25.86,84,2172.24,1113.84
203,29,25.32,84,2126.88,1068.48
203,30,24.46,99,2421.54,1174.14
203,31,25.74,102,2625.48,1340.28
203,32,25.98,106,2753.88,1418.28
203,33,28.19,97,2734.43,1512.23
203,34,27.57,72,1985.04,1077.84
203,35,26.27,90,2364.3,1230.3
203,36,25.52,93,2373.36,1201.56
203,37,24.94,105,2618.7,1295.7
203,38,24.39,106,2585.34,1249.74
203,39,24.95,70,1746.5,864.5
203,40,25.27,95,2400.65,1203.65
203,41,26.16,103,2694.48,1396.68
203,42,28.75,105,3018.75,1695.75
203,43,26.94,113,3044.22,1620.42
203,44,26.12,104,2716.48,1406.08
203,45,24.42,110,2686.2,1300.2
203,46,24.14,117,2824.38,1350.18
203,47,25.02,112,2802.24,1391.04
203,48,26.34,125,3292.5,1717.5
203,49,27.84,82,2282.88,1249.68
203,50,25.57,124,3170.68,1608.28
203,51,26.04,106,2760.24,1424.64
203,52,25.09,86,2157.74,1074.14
204,1,23.29,148,3446.92,1170.68
204,2,22.94,88,2018.72,665.28
204,3,22.57,146,3295.22,1049.74
204,4,21.02,154,3237.08,868.56
204,5,21.06,161,3390.66,914.48
204,6,20.76,134,2781.84,720.92
204,7,21.86,141,3082.26,913.68
204,8,21.98,126,2769.48,831.6
204,9,22.64,122,2762.08,885.72
204,10,23.21,166,3852.86,1299.78
204,11,22.03,94,2070.82,625.1
204,12,22.97,115,2641.55,872.85
204,13,20.63,152,3135.76,798.0
204,14,20.28,169,3427.32,828.1
204,15,21.51,118,2538.18,723.34
204,16,23.42,104,2435.68,836.16
204,17,23.42,121,2833.82,972.84
204,18,24.18,140,3385.2,1232.0
204,19,22.95,105,2409.75,794.85
204,20,22.3,110,2453.0,761.2
204,21,22.4,125,2800.0,877.5
204,22,20.44,138,2820.72,698.28
204,23,20.18,118,2381.24,566.4
204,24,22.79,107,2438.53,792.87
204,25,22.24,133,2957.92,912.38
204,26,24.1,125,3012.5,1090.0
204,27,23.59,100,2359.0,821.0
204,28,21.06,158,3327.48,897.44
204,29,20.85,127,2647.95,694.69
204,30,21.56,138,2975.28,852.84
204,31,21.37,169,3611.53,1012.31
204,32,21.58,144,3107.52,892.8
204,33,22.97,123,2825.31,933.57
204,34,24.33,119,2895.27,1065.05
204,35,23.29,136,3167.44,1075.76
204,36,21.76,110,2393.6,701.8
204,37,20.38,98,1997.24,490.0
204,38,22.04,104,2292.16,692.64
204,39,20.92,126,2635.92,698.04
204,40,22.2,138,3063.6,941.16
204,41,23.5,104,2444.0,844.48
204,42,23.21,122,2831.62,955.26
204,43,22.77,150,3415.5,1108.5
204,44,22.32,155,3459.6,1075.7
204,45,21.5,169,3633.5,1034.28
204,46,20.8,128,2662.4,693.76
204,47,21.33,136,2900.88,809.2
204,48,21.65,157,3399.05,984.39
204,49,23.75,131,3111.25,1096.47
204,50,23.52,164,3857.28,1334.96
204,51,23.09,184,4248.56,1418.64
204,52,22.37,108,2415.96,754.92
205,1,20.77,10,207.7,170.4
205,2,21.42,10,214.2,176.9
205,3,20.25,8,162.0,132.16
205,4,19.38,9,174.42,140.85
205,5,18.33,11,201.63,160.6
205,6,19.31,11,212.41,171.38
205,7,17.97,11,197.67,156.64
205,8,20.2,9,181.8,148.23
205,9,20.25,10,202.5,165.2
205,10,20.21,11,222.31,181.28
205,11,20.26,9,182.34,148.77
205,12,18.98,8,151.84,122.0
205,13,19.1,8,152.8,122.96
